C1_mean,area,max_F_C2,min_F_C2,std_F_C2,mean_F_C2,Entropy_F_C2,max_F_C3,min_F_C3,std_F_C3,mean_F_C3,Entropy_F_C3,Number_cells,Time_interval,Time_Stamp
5465.555194805195,616,1300,956,60.41037451992311,1105.3766233766237,9.264637866805872,479,289,26.036763467117755,355.1996753246753,9.262936004772245,144,1,20230404-152904
6474.915846994536,915,447,263,34.19107638086197,351.11366120218577,9.830777764037466,253,160,16.515059775214276,206.0830601092896,9.833002800056446,144,1,20230404-152904
6909.171745152355,1444,423,216,31.091909631631747,312.65858725761774,10.48871885188242,253,142,15.862495938039034,196.56163434903047,10.491157445802504,144,1,20230404-152904
6431.171654929577,1136,466,261,32.18872723107881,354.8116197183099,10.143813442171655,262,159,16.53198290925569,205.5404929577465,10.145064339246764,144,1,20230404-152904
5716.0125,1120,701,293,67.58110041373533,449.1241071428572,10.113350460104328,303,171,20.64216972409556,226.0892857142857,10.123286476133137,144,1,20230404-152904
5866.664676616915,1005,674,323,61.70304678478353,445.8169154228856,9.95943218129296,307,171,19.4516182447705,224.5442786069652,9.96758388990514,144,1,20230404-152904
5928.0368150684935,1168,737,317,65.19783105882293,451.0907534246575,10.175206681738308,299,163,19.5824049223692,226.3441780821917,10.184435516116118,144,1,20230404-152904
6062.938956714761,901,1423,1093,48.63418785714413,1249.4173140954497,9.814289880705596,463,311,25.838133554711323,383.0133185349612,9.812092818129114,144,1,20230404-152904
5701.689830508474,1180,1423,1095,48.68757721675007,1244.4389830508474,10.203467680177445,466,306,24.47998784014884,381.2050847457627,10.20159308113386,144,1,20230404-152904
5515.8794835007175,1394,740,296,74.31232530869029,448.3995695839311,10.425841535078748,311,160,21.475986380633664,224.76327116212337,10.43846326411827,144,1,20230404-152904
6143.570207570208,819,1486,1107,49.52698071405885,1314.6092796092796,9.676695288031343,500,332,26.12416154329069,407.1465201465202,9.674745959143904,144,1,20230404-152904
6424.2512,625,1431,1136,47.50369832170965,1283.6976,9.28672332670622,479,322,25.26275644817881,400.5392,9.284843167950411,144,1,20230404-152904
5784.074074074074,972,1347,973,64.35659197557068,1146.3652263374486,9.922535962986206,466,292,26.5443513288558,363.4022633744856,9.92096870955458,144,1,20230404-152904
5251.38253968254,630,1212,829,66.17260138911855,1033.3,9.296242287426663,415,276,25.189368755725447,341.9174603174603,9.295283363216924,144,1,20230404-152904
6179.401521555368,1183,712,327,49.74303592950475,453.7185122569738,10.199845137606776,297,163,19.24196614204738,229.3761622992392,10.203156156943992,144,1,20230404-152904
6196.358428805237,611,614,312,48.118761027507176,449.2438625204583,9.24684254234101,286,166,19.30731487441731,228.0098199672668,9.24982060307933,144,1,20230404-152904
6184.151004016065,1245,652,312,52.08047040701691,442.0224899598393,10.27207188240863,296,162,18.45343959133594,226.1574297188755,10.277123631910168,144,1,20230404-152904
5890.1435546875,1024,694,323,64.27187583568337,452.71875,9.98586542302073,317,168,20.310615311265305,227.0576171875,9.99426043071225,144,1,20230404-152904
6558.140860215054,930,471,279,32.08834571708331,364.068817204301,9.855495824577645,272,142,17.17888650405639,207.6806451612904,9.856130759249492,144,1,20230404-152904
6074.488372093023,688,1482,1183,47.3689111361611,1321.514534883721,9.425337955911631,504,329,26.137283714448564,406.73982558139534,9.423290783386305,144,1,20230404-152904
7202.599650349651,572,389,234,26.91989735788582,309.5786713286713,9.15439268402771,247,146,16.08740489297521,194.96328671328672,9.154947177935746,144,1,20230404-152904
6547.561429635145,1343,487,251,34.72869524203166,363.93596425912136,10.38467864094802,262,153,17.286186458940623,207.6053611317945,10.38622724950942,144,1,20230404-152904
6488.159793814433,1552,475,252,35.69779601447701,350.0335051546392,10.59244003843136,259,155,16.627709887825635,205.21069587628867,10.595175474044051,144,1,20230404-152904
5109.087813620072,558,1278,880,80.73247517422966,1080.105734767025,9.12007091534893,470,264,28.216791642285266,354.8566308243728,9.119561019448826,144,1,20230404-152904
5178.398119122257,957,1301,838,85.12455123718813,1089.8202716823407,9.89793993064432,470,264,28.79643154757896,357.1901776384535,9.89767864002608,144,1,20230404-152904
5343.382352941177,1088,717,303,75.14811691991895,455.33547794117646,10.06828844868502,297,154,20.70212329054738,226.38970588235293,10.081428386673586,144,1,20230404-152904
6636.225961538462,624,355,198,24.722542363609108,281.03205128205127,9.279835017569352,241,121,15.389379520761182,188.78365384615384,9.28057076902534,144,1,20230404-152904
6201.55,1040,431,249,33.68590143697066,330.6653846153846,10.014889473161526,264,142,16.677341305428495,200.1115384615385,10.017349264440467,144,1,20230404-152904
6764.385869565217,552,366,208,25.695123914561435,288.27536231884056,9.10279294064324,234,142,15.938476938770036,190.2155797101449,9.103440140804118,144,1,20230404-152904
6682.8764172335605,882,380,215,26.61784998809635,287.6292517006803,9.77847751385018,241,146,15.355209271000271,189.08163265306123,9.779853817344598,144,1,20230404-152904
6291.632505175983,966,423,252,31.45413443122234,334.8850931677019,9.90952545543128,256,151,16.89694854800463,200.94099378881987,9.91078003572548,144,1,20230404-152904
5074.076124567474,1445,716,289,76.14462109564475,438.3058823529412,10.475598192032194,297,162,21.64999300904504,221.60415224913496,10.48999275233666,144,1,20230404-152904
6357.064516129032,930,460,237,34.18965488078451,334.3225806451613,9.853574318219383,258,142,17.043157151435263,201.20645161290324,9.855881168644949,144,1,20230404-152904
6543.529874213837,636,369,184,26.43736534006304,282.8474842767296,9.306613843678782,264,129,16.42247328065812,188.64465408805032,9.307398676945114,144,1,20230404-152904
6959.323426573426,572,375,214,26.01042787860832,290.19055944055947,9.154088311694592,238,147,14.849269059569949,191.08916083916083,9.15551202685965,144,1,20230404-152904
5230.7716666666665,600,577,325,51.20944115970109,422.9616666666666,9.218383674956884,276,164,19.15883252938156,219.36166666666668,9.223308599917452,144,1,20230404-152904
6353.029411764706,1700,495,252,37.45568777057474,344.2935294117647,10.722858996591706,267,149,17.385805559366435,203.7994117647059,10.726065493868756,144,1,20230404-152904
5142.446022727273,704,695,307,73.1984333530324,451.55965909090907,9.44087573249171,294,163,21.015083021675853,224.1122159090909,9.4530883334552,144,1,20230404-152904
5370.08608058608,546,618,305,59.73267960494464,443.6831501831502,9.079809303308334,288,141,19.258661091827573,224.6153846153846,9.08744738525166,144,1,20230404-152904
5488.120467836257,855,643,263,63.779924357659006,438.8233918128655,9.724752738317171,311,160,20.358525349170176,222.51812865497075,9.733792108878283,144,1,20230404-152904
